hourly_rate,normal_work_hours,rainfall_mm,traffic_disruption,aqi,day_of_week,is_peak_hour,city_index,income_lost_inr
107,7.4,14.3,0.105,28,3,0,2,63.06
77,6.2,22.8,0.189,185,1,0,3,112.57
120,6.6,4.3,0.162,154,4,0,0,106.97
81,11.8,0.4,0.085,281,1,0,0,0.0
105,6.5,5.4,0.477,149,5,1,5,76.6
75,10.7,14.7,0.428,135,1,1,4,128.75
78,9.9,3.9,0.047,103,1,0,1,48.2
98,7.8,3.9,0.627,108,1,0,2,56.22
92,11.2,1.2,0.494,206,6,1,5,263.14
80,8.8,2.8,0.416,16,1,0,6,52.55
64,7.8,15.8,0.545,12,3,1,7,110.39
119,10.8,8.5,0.324,137,1,0,3,189.64
76,10.2,0.8,0.198,85,6,1,6,9.16
81,6.5,70.9,0.285,300,1,1,1,169.41
51,8.0,10.1,0.421,128,5,0,7,50.61
72,10.0,2.0,0.373,306,4,1,4,192.95
93,7.5,0.6,0.358,125,0,1,1,18.2
78,9.7,9.8,0.262,257,2,0,3,89.45
120,7.8,3.5,0.178,143,1,1,0,36.64
84,7.2,3.5,0.108,131,6,0,5,74.47
71,8.1,8.2,0.099,146,3,0,0,51.29
106,8.2,7.5,0.489,159,0,0,0,213.42
117,9.9,5.4,0.557,57,3,1,4,250.31
100,9.5,19.9,0.701,61,5,0,3,334.49
82,8.6,6.1,0.161,118,4,1,6,117.57
77,10.5,7.1,0.206,152,2,1,3,40.03
55,11.2,11.9,0.086,24,0,0,2,93.07
85,6.5,15.1,0.096,85,6,0,2,37.07
86,9.8,5.6,0.318,110,6,1,2,98.44
63,10.3,8.8,0.225,59,2,0,3,82.7
81,8.6,8.4,0.205,164,2,1,5,115.2
97,6.3,25.3,0.065,25,0,0,5,78.55
76,8.6,6.5,0.437,239,4,1,4,165.52
85,11.2,7.4,0.305,382,3,0,5,127.38
50,7.0,10.3,0.248,61,3,1,5,37.39
107,8.2,13.1,0.214,55,2,0,1,53.89
70,10.5,0.0,0.297,32,6,0,1,38.29
76,11.2,12.7,0.131,91,4,1,7,36.56
84,11.5,2.0,0.201,31,3,0,3,44.59
77,10.7,44.7,0.156,12,4,0,6,93.08
94,9.6,5.3,0.143,34,2,1,6,88.97
74,8.1,7.9,0.259,197,2,1,4,92.74
71,8.9,0.8,0.267,56,0,1,5,28.24
94,6.0,24.7,0.175,75,1,0,0,81.91
50,8.1,3.4,0.222,38,5,1,5,36.91
61,10.4,4.4,0.27,230,5,1,4,84.36
84,9.9,11.6,0.245,38,5,1,3,46.16
93,6.0,0.1,0.268,43,2,0,3,35.6
93,9.3,56.2,0.361,175,5,1,0,283.78
50,6.0,8.5,0.075,8,3,0,0,14.57
73,8.2,21.6,0.464,26,1,1,2,74.54
93,11.9,28.5,0.41,199,3,1,6,288.57
65,8.5,0.0,0.283,55,5,0,6,21.58
76,11.4,6.7,0.36,31,6,1,4,90.46
87,6.1,26.5,0.203,65,3,1,2,39.76
81,10.3,14.2,0.15,74,3,0,2,105.09
87,8.7,16.1,0.182,198,3,1,0,84.51
77,9.3,9.6,0.356,48,5,0,0,106.35
89,12.0,44.8,0.537,36,6,0,0,378.48
89,7.8,1.3,0.475,269,6,1,4,138.5
93,11.2,24.5,0.474,169,2,0,1,136.77
92,11.5,13.6,0.195,75,2,0,1,93.36
95,7.8,9.5,0.144,82,1,0,2,79.51
73,6.3,13.3,0.227,239,6,0,3,40.86
74,10.7,18.4,0.14,45,3,1,0,113.92
83,11.6,2.5,0.294,114,1,1,1,69.91
109,8.9,3.0,0.576,99,1,1,7,117.67
83,11.2,3.4,0.222,17,5,0,1,2.99
105,7.3,5.1,0.121,7,1,1,6,40.53
102,10.5,10.0,0.178,33,0,0,7,102.25
102,10.2,29.0,0.118,46,6,1,2,140.74
101,9.2,3.5,0.223,130,2,1,4,152.55
66,7.9,9.7,0.242,36,6,0,2,36.22
64,7.5,45.1,0.379,47,3,1,7,160.26
67,10.3,13.6,0.516,15,5,0,7,156.65
97,9.4,6.7,0.061,67,4,1,4,14.35
76,11.2,0.9,0.227,39,5,1,7,8.57
71,10.9,4.7,0.474,25,3,0,4,161.89
74,7.1,4.7,0.37,85,4,0,6,55.92
87,7.3,13.4,0.33,38,2,0,3,101.81
70,11.7,2.3,0.407,46,6,1,6,64.13
72,8.3,8.2,0.401,78,6,1,1,78.36
75,9.3,6.1,0.374,410,5,1,4,153.24
94,8.5,1.8,0.205,156,1,1,0,87.52
55,9.4,26.3,0.264,249,2,1,1,114.43
80,10.1,11.6,0.242,14,5,0,3,131.34
75,8.2,13.4,0.196,57,1,0,0,102.46
89,8.0,6.0,0.561,16,2,0,6,100.99
78,11.1,21.8,0.172,34,3,1,2,102.83
66,9.7,31.3,0.353,12,1,1,2,191.28
112,11.1,0.3,0.174,13,4,0,6,39.45
103,11.2,7.2,0.414,130,3,0,0,175.57
84,7.0,13.4,0.274,133,5,1,7,123.83
89,10.8,21.8,0.32,274,3,0,2,234.87
69,11.4,18.6,0.41,79,5,0,0,117.69
83,8.6,47.3,0.259,165,5,0,1,184.09
120,9.0,17.0,0.036,153,5,1,3,131.49
99,8.3,1.6,0.05,21,4,0,5,53.63
64,6.9,2.1,0.206,97,4,0,6,25.08
86,9.2,36.5,0.178,73,6,1,0,157.7
81,8.4,0.3,0.211,88,6,0,4,48.71
88,10.9,5.7,0.151,241,6,1,1,117.9
107,8.9,6.8,0.314,66,5,0,0,36.05
66,11.7,3.6,0.366,12,0,0,6,12.65
77,10.4,15.7,0.412,8,5,0,2,109.82
63,7.4,21.5,0.31,64,5,0,6,33.69
83,8.4,37.6,0.087,37,1,1,7,117.8
82,9.7,41.0,0.223,20,6,1,5,183.18
111,6.8,6.0,0.147,30,1,0,6,77.82
67,9.1,34.9,0.155,151,0,1,7,86.47
94,11.2,8.0,0.104,87,5,1,1,88.32
50,7.0,21.5,0.427,68,4,0,6,63.96
109,6.5,18.6,0.682,77,4,0,7,171.02
80,9.0,3.1,0.51,81,6,1,3,85.64
82,11.3,10.1,0.328,155,0,0,6,103.06
77,10.2,42.6,0.152,60,5,0,2,186.84
87,9.4,9.0,0.404,15,4,1,0,57.81
71,7.0,8.9,0.279,86,0,0,2,78.27
82,10.5,11.8,0.475,94,0,0,6,189.3
100,10.0,31.7,0.512,94,4,1,7,170.77
74,11.7,5.9,0.269,149,5,0,0,99.18
75,6.7,0.5,0.618,34,6,1,2,47.53
76,8.0,2.4,0.024,120,3,0,0,4.67
94,8.9,38.7,0.091,292,2,0,4,227.93
78,9.8,3.6,0.349,46,0,0,3,94.78
73,8.8,16.3,0.086,79,6,0,5,106.03
83,8.3,5.8,0.264,60,1,1,2,51.49
96,8.2,0.5,0.431,23,2,1,0,42.56
60,6.6,4.8,0.104,194,3,0,2,43.13
91,8.5,6.4,0.07,60,4,0,1,67.17
85,7.5,3.2,0.016,43,2,0,7,6.12
86,7.7,41.8,0.119,129,6,0,7,116.6
80,6.0,56.3,0.237,192,0,0,0,144.77
80,6.2,3.9,0.227,42,0,0,3,45.11
91,7.7,38.4,0.129,58,1,0,0,101.29
57,7.1,30.3,0.642,32,4,0,2,94.83
68,9.3,35.7,0.11,42,2,0,7,108.68
55,9.1,16.0,0.23,30,5,0,4,22.78
107,11.1,8.1,0.274,32,4,0,5,74.48
99,6.4,6.4,0.411,53,1,0,5,67.04
50,10.1,0.3,0.398,102,6,0,6,88.42
85,11.5,2.9,0.245,139,1,0,5,67.63
77,9.7,16.1,0.429,30,1,0,3,29.91
89,11.1,1.4,0.11,95,0,1,4,24.46
85,9.4,0.2,0.514,332,6,0,0,193.27
78,10.7,18.8,0.07,65,6,1,3,44.76
79,6.4,6.0,0.172,48,2,1,3,42.07
95,7.0,6.0,0.313,69,5,0,3,135.58
71,6.5,3.8,0.104,101,0,0,1,47.84
74,11.5,22.0,0.445,102,6,0,2,148.26
90,9.4,20.4,0.222,106,4,1,4,63.25
93,8.1,8.5,0.132,227,5,1,6,21.24
84,9.2,10.6,0.647,54,2,1,5,181.17
73,6.1,3.4,0.122,137,2,0,5,23.31
55,10.2,1.9,0.229,86,4,1,6,38.67
56,7.6,4.8,0.387,105,0,1,5,49.92
77,7.5,18.0,0.27,71,2,1,3,30.13
82,7.5,26.8,0.156,68,4,0,2,157.4
75,7.9,6.5,0.349,107,0,1,0,16.24
64,10.0,27.3,0.396,15,2,1,0,9.28
62,9.7,4.2,0.213,158,4,1,7,74.66
82,9.6,5.8,0.613,31,3,0,2,126.98
100,7.8,4.6,0.463,25,0,0,3,58.15
69,10.5,3.3,0.117,19,1,1,4,24.41
80,11.9,6.2,0.471,108,6,1,6,140.23
69,9.8,4.9,0.582,66,4,1,7,106.15
89,9.2,2.9,0.239,127,4,1,4,153.67
78,7.0,9.0,0.197,819,2,0,0,152.8
95,6.5,12.7,0.397,23,0,0,3,64.03
82,7.4,16.1,0.221,125,5,1,1,96.49
82,8.9,18.8,0.425,91,0,0,5,136.36
67,7.7,8.5,0.254,238,1,0,6,104.47
67,11.9,5.4,0.438,18,5,0,7,161.78
87,9.7,3.7,0.769,12,5,0,7,102.64
83,8.0,6.6,0.387,46,2,1,5,94.21
110,10.4,4.3,0.133,57,1,0,7,52.9
64,7.3,9.6,0.102,29,3,0,3,58.11
95,11.5,0.1,0.302,40,3,1,1,101.09
82,8.9,7.7,0.197,84,4,1,6,52.14
65,9.1,16.2,0.116,104,3,0,4,78.26
50,7.4,3.9,0.151,48,5,1,4,0.0
70,6.1,24.6,0.041,72,0,0,7,94.24
72,11.9,2.4,0.206,44,4,1,1,31.84
72,10.5,18.7,0.204,130,2,1,1,61.41
94,10.7,16.2,0.413,29,3,1,3,93.6
73,8.0,6.0,0.134,40,4,1,0,42.34
84,9.6,0.0,0.356,184,5,0,7,97.27
59,8.3,1.2,0.233,22,2,0,5,19.85
86,6.1,9.6,0.437,67,1,1,7,74.71
61,10.8,31.6,0.123,104,2,1,3,146.13
90,6.0,7.0,0.178,279,3,0,2,98.18
95,9.2,17.2,0.365,48,1,0,5,159.47
58,9.1,2.1,0.127,14,0,1,1,0.0
109,8.1,19.3,0.264,59,0,1,6,23.14
73,6.1,3.7,0.493,74,6,0,3,64.19
85,9.8,1.6,0.429,82,5,0,5,100.67
91,10.2,7.6,0.251,61,2,0,6,117.55
70,6.1,8.4,0.394,25,0,1,5,68.88
69,7.9,10.7,0.292,9,6,1,7,70.19
74,9.2,7.6,0.031,8,5,0,4,43.22
87,11.8,6.6,0.555,21,0,0,5,177.99
89,9.3,12.2,0.471,50,0,0,4,162.41
101,11.0,15.5,0.289,33,4,0,3,174.92
99,8.6,6.3,0.274,259,6,1,7,127.83
98,6.2,20.8,0.556,204,0,0,3,127.41
93,8.0,5.4,0.615,25,0,0,0,89.22
92,8.6,27.2,0.308,28,4,0,0,207.48
74,9.0,2.5,0.174,45,4,1,6,56.79
72,7.6,10.5,0.157,13,2,0,2,64.41
57,8.6,30.2,0.418,209,6,1,4,111.52
101,8.3,3.0,0.334,70,4,0,6,0.0
81,6.9,50.8,0.414,49,1,0,5,180.85
85,10.3,19.7,0.301,72,3,0,4,116.81
50,8.0,6.2,0.026,217,4,0,7,46.73
70,7.9,8.1,0.45,20,0,1,5,64.36
95,6.5,1.1,0.497,50,1,1,6,74.58
85,11.5,7.1,0.041,118,5,0,2,110.86
70,10.0,55.6,0.353,63,5,0,3,192.34
78,10.5,59.7,0.249,32,2,1,2,223.85
110,10.2,2.2,0.147,20,5,1,0,0.0
76,7.0,0.2,0.056,57,4,0,0,36.47
82,6.8,1.8,0.286,158,6,1,1,5.71
80,11.7,9.9,0.451,94,4,1,6,97.11
83,6.1,29.0,0.08,142,1,0,3,72.13
98,11.3,0.3,0.363,266,3,1,6,0.0
117,11.5,5.1,0.403,28,4,0,3,51.0
102,9.3,62.3,0.075,78,1,0,3,312.79
84,8.2,9.4,0.242,33,6,0,1,62.18
98,9.6,8.3,0.219,63,2,0,2,59.39
58,9.3,0.9,0.229,143,5,1,3,4.44
80,11.9,5.5,0.358,35,4,0,4,111.04
69,8.1,7.2,0.049,77,5,1,4,64.48
71,9.6,8.4,0.405,18,0,0,4,46.13
94,9.1,27.4,0.265,31,1,0,5,84.3
100,7.0,28.5,0.101,155,4,0,0,40.82
60,11.2,6.6,0.358,87,2,0,3,123.57
77,7.2,0.3,0.115,15,3,1,1,37.35
70,9.6,24.3,0.7,85,0,0,4,241.85
90,8.1,10.1,0.328,39,4,1,0,100.55
97,11.1,2.3,0.597,15,0,1,6,126.22
114,11.1,11.4,0.098,27,5,1,7,102.51
98,6.9,10.3,0.377,37,4,0,7,96.88
97,11.7,5.3,0.106,143,1,1,3,26.56
65,6.9,0.7,0.152,68,3,1,0,0.0
70,8.7,0.3,0.315,31,3,0,6,13.82
81,10.2,14.1,0.266,15,4,0,2,90.75
119,8.4,1.2,0.274,497,3,0,6,122.99
81,9.3,29.3,0.412,45,2,1,3,205.5
101,12.0,1.9,0.175,105,1,0,4,175.69
74,7.5,9.6,0.374,14,1,0,4,41.87
80,10.6,17.9,0.195,24,3,0,3,97.76
80,10.0,23.4,0.219,34,2,0,0,149.15
73,11.7,26.1,0.344,65,3,1,3,174.0
90,6.6,9.7,0.108,35,2,0,0,42.54
61,7.6,3.3,0.528,242,3,1,3,97.42
53,10.6,2.7,0.162,183,6,0,5,73.28
76,10.9,7.1,0.341,92,0,0,2,118.82
88,10.3,11.9,0.183,46,2,0,7,62.59
69,6.9,23.7,0.198,35,4,0,1,83.22
115,8.0,8.4,0.345,269,4,1,7,176.87
80,7.3,14.5,0.392,26,0,1,1,86.89
81,10.6,14.1,0.19,51,4,0,0,27.2
65,11.4,1.5,0.241,13,3,0,3,52.48
89,9.7,20.3,0.12,52,3,1,3,85.76
95,6.9,6.7,0.305,211,3,0,2,81.16
83,11.2,0.7,0.358,32,1,0,6,3.17
85,8.6,10.1,0.018,589,1,0,1,143.62
84,7.0,28.5,0.573,247,1,0,3,164.88
66,9.7,17.1,0.178,29,4,1,4,65.11
102,6.5,1.5,0.424,21,6,0,3,30.52
75,9.6,19.3,0.517,33,4,1,5,155.26
106,11.8,0.6,0.13,47,3,0,5,4.47
62,9.6,10.3,0.614,23,6,0,7,101.1
94,11.1,1.5,0.149,363,0,0,5,106.99
83,11.2,11.1,0.53,94,2,0,0,180.06
81,7.0,2.0,0.375,76,0,1,7,69.4
71,10.0,26.9,0.263,104,1,1,4,169.73
90,9.2,12.7,0.405,21,2,1,6,121.46
88,6.3,6.9,0.055,45,1,1,7,15.24
107,7.1,28.5,0.349,122,3,0,1,201.96
90,7.0,2.3,0.476,30,4,1,7,29.13
74,9.7,25.3,0.196,121,1,0,2,124.78
74,6.9,1.4,0.19,114,2,0,4,70.95
85,7.8,17.8,0.237,121,2,0,6,150.46
102,6.6,1.8,0.154,97,2,0,1,38.15
86,6.4,2.0,0.289,71,5,0,7,65.25
95,12.0,23.7,0.249,66,6,0,5,111.89
84,8.4,7.1,0.36,108,1,0,7,125.44
52,9.0,3.5,0.258,171,1,1,0,16.98
87,6.2,12.9,0.374,17,3,1,2,76.43
77,7.0,23.7,0.248,169,2,1,3,110.54
98,9.6,6.4,0.42,20,1,0,3,21.21
105,8.4,4.0,0.166,115,5,0,7,49.12
107,9.7,3.9,0.463,95,0,0,3,151.15
77,7.9,13.8,0.215,76,5,1,0,78.92
73,8.9,14.7,0.28,26,2,1,4,74.79
75,11.5,29.4,0.263,52,4,1,6,75.99
78,9.7,0.3,0.18,163,6,0,6,25.29
82,10.3,1.8,0.453,75,3,1,3,110.53
66,11.6,10.7,0.24,54,0,0,7,111.79
80,10.3,4.2,0.28,145,4,0,0,104.87
50,9.9,7.2,0.267,81,4,1,7,61.22
112,11.1,31.4,0.209,62,6,0,7,162.44
77,10.2,1.2,0.202,56,4,1,3,50.75
74,9.6,12.5,0.314,32,1,0,6,23.59
88,7.4,19.6,0.255,45,0,0,3,101.29
93,6.2,1.5,0.394,63,5,0,3,31.93
50,8.5,12.5,0.351,149,1,1,6,58.49
70,10.9,21.4,0.153,169,0,0,2,93.78
101,9.1,2.8,0.387,25,3,1,2,127.35
93,6.5,1.7,0.376,90,1,0,6,95.0
62,8.6,0.8,0.523,88,3,0,7,74.97
98,9.6,15.7,0.688,21,4,1,6,231.56
91,7.4,6.4,0.071,50,0,1,2,73.68
68,6.5,8.3,0.117,331,2,0,2,57.3
80,9.3,1.2,0.312,51,4,1,7,27.76
54,6.5,1.5,0.274,35,4,1,2,34.82
92,6.1,13.5,0.287,41,5,1,7,19.77
103,10.4,6.4,0.166,51,1,0,1,161.28
75,8.7,22.0,0.194,47,3,0,6,119.99
80,6.2,18.6,0.066,190,4,1,3,24.69
86,9.6,18.5,0.178,15,5,1,1,100.03
77,6.1,23.7,0.397,54,3,0,6,84.3
50,8.0,22.6,0.23,350,0,0,7,97.85
96,7.0,9.4,0.259,68,5,1,0,23.26
98,8.4,4.1,0.064,260,3,1,7,97.0
90,6.1,9.9,0.121,26,3,0,2,21.96
101,11.8,3.2,0.354,16,4,0,0,0.19
78,6.9,2.6,0.268,365,3,1,2,70.35
87,11.7,8.5,0.368,107,2,0,4,202.22
69,9.0,11.7,0.25,174,4,0,7,100.98
67,6.4,7.2,0.243,37,4,0,3,41.45
60,11.3,19.7,0.155,62,5,0,1,49.04
85,8.5,10.5,0.147,205,2,0,3,52.23
81,6.9,45.8,0.467,21,0,1,6,185.9
96,7.6,2.2,0.441,91,2,0,1,32.97
54,7.8,4.5,0.015,223,5,0,1,33.17
84,9.7,0.9,0.35,48,3,0,2,28.42
106,11.8,8.3,0.251,184,4,0,0,182.74
82,7.1,0.6,0.331,37,5,1,1,2.22
94,7.3,12.6,0.238,125,0,1,2,76.34
115,11.8,3.4,0.438,37,4,0,5,181.14
100,7.3,16.9,0.156,12,2,1,2,89.65
59,7.4,0.5,0.215,221,0,1,1,38.35
75,11.9,4.9,0.573,117,5,0,4,154.9
85,9.9,32.1,0.54,123,4,1,1,242.2
79,7.8,0.9,0.524,134,0,0,4,101.94
100,7.5,25.0,0.173,133,0,0,6,159.92
80,8.9,4.8,0.171,79,6,0,0,37.65
79,7.9,0.5,0.414,57,4,0,5,77.8
96,6.1,27.7,0.194,37,4,1,2,72.82
59,6.4,6.7,0.07,492,6,1,2,56.54
87,9.2,6.8,0.278,33,3,0,3,52.6
71,7.6,14.0,0.309,27,6,1,5,24.25
92,11.7,7.6,0.31,71,2,0,0,131.03
75,10.2,18.0,0.525,73,6,0,0,233.21
88,11.9,10.1,0.166,145,6,0,3,105.03
72,10.8,4.6,0.164,29,2,0,1,0.0
50,7.9,12.2,0.609,185,1,1,1,92.89
85,10.5,1.1,0.258,31,5,0,4,121.57
61,8.8,8.1,0.145,8,1,0,3,39.85
102,9.1,5.0,0.155,257,5,1,3,117.22
88,9.2,6.2,0.218,39,1,0,6,109.49
91,10.1,13.5,0.267,72,2,0,4,76.73
76,8.2,2.1,0.474,149,1,1,7,118.75
80,10.7,0.4,0.56,118,3,0,0,114.16
50,7.0,25.0,0.238,17,2,0,1,37.4
86,8.1,23.0,0.371,9,6,0,5,119.31
63,10.1,30.2,0.061,56,5,0,5,68.36
85,11.1,14.8,0.547,517,0,0,6,264.45
64,11.1,25.9,0.526,32,3,0,4,173.32
89,8.0,4.7,0.288,43,4,1,3,42.98
83,8.5,1.9,0.231,273,5,1,4,55.74
60,7.6,14.2,0.487,75,1,1,2,69.28
100,9.7,5.2,0.388,261,4,1,3,165.86
77,8.2,3.8,0.619,213,4,0,4,107.72
67,11.6,10.8,0.581,134,1,0,1,138.59
96,8.1,1.9,0.417,43,4,1,6,132.19
72,10.1,10.8,0.476,31,2,1,1,135.55
77,10.0,24.8,0.306,47,0,1,2,97.95
103,9.0,14.0,0.14,20,0,1,5,95.38
86,6.1,8.6,0.329,37,1,0,7,95.51
89,7.8,8.0,0.138,23,6,0,5,28.57
78,10.2,4.6,0.06,82,3,0,2,1.74
70,8.5,17.1,0.279,86,6,1,7,56.28
75,6.4,32.8,0.186,47,4,1,2,53.88
50,11.4,7.7,0.269,88,3,1,7,69.15
90,9.5,25.8,0.448,36,2,0,1,136.5
89,6.5,0.3,0.346,254,4,1,0,89.72
58,6.3,2.5,0.236,79,6,0,0,38.43
86,6.6,0.6,0.493,36,5,0,7,70.19
50,12.0,9.2,0.042,23,0,1,1,74.68
112,7.7,4.8,0.12,118,3,0,7,36.15
71,10.2,22.2,0.081,143,4,1,6,59.4
72,7.0,13.8,0.459,110,0,0,6,96.39
91,7.6,11.6,0.077,160,1,1,3,0.0
87,6.0,1.6,0.101,64,2,1,4,1.94
57,11.1,3.9,0.509,126,1,0,0,73.81
81,12.0,15.5,0.502,68,2,0,3,71.33
86,8.3,2.7,0.136,26,4,0,0,0.0
67,7.3,14.4,0.11,23,0,0,1,33.23
92,7.0,27.7,0.065,23,6,0,6,95.83
61,7.6,24.5,0.317,10,2,0,2,104.61
89,8.3,0.4,0.047,14,2,0,3,0.66
58,10.3,25.5,0.383,65,4,0,7,109.64
74,10.3,4.1,0.182,10,5,0,0,59.5
56,9.1,6.9,0.195,25,2,0,7,13.89
92,8.4,9.1,0.11,43,6,0,3,0.0
99,9.1,6.3,0.573,125,3,1,3,120.94
106,9.4,11.9,0.123,492,3,0,4,214.46
74,9.7,21.6,0.373,57,0,1,7,108.77
68,9.9,14.3,0.448,25,6,0,3,104.74
95,9.9,3.3,0.255,47,4,0,4,16.37
81,7.3,30.1,0.312,224,1,1,1,133.13
70,8.9,14.2,0.377,188,4,0,4,179.91
70,8.0,1.8,0.173,228,1,1,0,76.45
80,9.6,15.7,0.106,217,1,1,4,151.99
98,9.0,0.4,0.213,26,6,0,5,70.03
64,7.2,11.8,0.248,21,4,0,3,22.41
100,10.1,31.0,0.484,17,5,1,4,255.73
77,6.1,10.3,0.282,42,2,1,4,52.58
98,7.9,4.4,0.236,50,6,1,4,12.72
77,10.7,53.4,0.367,120,6,1,1,216.73
93,10.6,19.8,0.207,77,4,1,6,115.21
68,11.7,3.4,0.46,30,3,0,4,122.6
86,9.5,0.9,0.201,103,1,0,7,33.89
90,8.9,40.6,0.129,38,2,0,4,207.51
52,10.0,0.4,0.284,252,5,0,7,52.86
105,11.1,13.5,0.035,86,3,1,5,0.0
58,9.6,49.0,0.226,120,3,0,6,124.78
96,10.5,3.4,0.649,81,1,0,4,172.19
73,7.9,31.2,0.152,33,3,1,5,54.39
92,8.0,6.6,0.43,46,0,0,5,28.61
86,6.4,3.2,0.352,108,3,0,7,81.09
75,7.6,1.0,0.517,80,0,1,5,77.76
67,8.9,11.0,0.128,147,2,1,3,73.06
76,10.0,14.3,0.026,84,4,1,4,98.59
73,9.3,12.4,0.055,90,5,0,3,25.57
86,10.3,11.2,0.289,146,0,0,7,117.94
81,8.7,11.6,0.108,14,4,0,4,0.0
68,9.1,8.6,0.371,42,5,0,3,85.31
62,8.8,2.9,0.152,112,6,0,5,78.54
74,9.6,11.2,0.27,26,0,0,0,55.71
79,8.0,26.2,0.162,72,5,1,6,73.98
69,9.7,0.2,0.279,86,4,0,5,82.78
86,8.4,48.5,0.089,17,4,0,3,114.75
77,9.6,43.2,0.287,227,3,1,5,206.87
95,8.1,3.7,0.358,124,3,0,5,72.18
86,7.0,6.6,0.659,93,6,1,3,106.93
89,7.2,10.0,0.302,30,2,1,0,27.89
71,6.9,22.4,0.371,241,3,0,5,61.43
99,7.0,0.8,0.174,13,0,0,0,33.88
84,9.7,3.1,0.245,74,4,0,4,2.68
100,11.3,12.9,0.391,26,0,1,4,170.2
93,11.3,0.8,0.285,337,1,1,0,189.29
77,10.4,26.8,0.201,43,5,0,5,45.31
71,9.3,26.1,0.146,105,3,0,2,105.75
82,8.8,1.2,0.498,36,4,0,5,90.55
76,6.8,6.4,0.215,34,6,0,7,34.27
69,7.2,8.6,0.407,175,4,0,5,100.36
64,11.6,12.6,0.2,91,5,0,1,69.61
109,7.9,9.4,0.119,22,1,0,2,1.79
60,9.5,0.0,0.03,322,2,0,5,16.19
51,9.7,1.7,0.13,164,2,1,3,43.28
86,7.3,21.4,0.28,107,1,1,3,119.56
69,10.6,18.6,0.123,10,4,0,7,134.65
76,6.6,0.2,0.308,234,3,0,5,44.56
59,7.6,0.2,0.128,92,6,1,7,36.33
86,9.3,22.9,0.045,148,3,0,4,123.85
84,8.9,5.4,0.193,177,4,0,6,77.28
94,10.4,6.3,0.305,13,2,1,7,29.97
88,11.8,34.6,0.283,26,2,1,5,161.7
76,7.5,27.3,0.384,714,3,1,5,204.9
56,6.2,5.9,0.264,24,6,0,3,21.62
68,8.0,19.2,0.28,174,2,0,7,47.15
67,10.9,7.3,0.446,101,5,0,4,110.83
63,10.4,6.7,0.585,64,1,0,2,128.75
99,9.1,0.2,0.29,32,2,1,7,91.18
101,8.7,18.9,0.054,44,6,0,6,34.85
72,8.3,19.8,0.624,77,5,0,1,175.71
92,7.3,17.3,0.238,42,2,0,2,38.25
84,8.0,40.2,0.066,84,4,1,1,124.07
71,7.2,0.6,0.027,26,4,0,5,1.81
81,6.4,40.9,0.454,37,4,1,3,157.54
51,11.3,23.5,0.504,45,6,0,2,136.17
56,7.5,1.5,0.08,85,2,0,0,17.15
86,6.6,0.5,0.298,89,0,1,0,66.73
94,9.0,0.2,0.48,38,0,1,6,179.04
94,7.5,1.5,0.419,203,4,0,2,79.15
64,8.4,20.5,0.407,60,1,1,5,87.97
93,11.8,5.6,0.281,61,0,0,5,135.59
90,7.1,11.7,0.189,232,3,0,5,92.8
87,7.9,6.0,0.335,106,1,0,0,74.79
78,9.1,10.2,0.255,67,4,0,6,97.7
72,8.6,3.9,0.105,88,4,0,1,36.04
91,6.6,27.4,0.338,13,1,1,7,112.58
92,10.5,11.6,0.082,39,2,0,4,124.39
77,8.8,7.5,0.469,15,5,1,0,79.25
86,7.6,3.9,0.182,28,0,0,5,51.78
87,10.6,4.2,0.135,234,2,1,4,151.59
78,8.3,14.3,0.363,36,2,1,7,85.77
70,7.9,6.3,0.407,452,3,0,2,109.08
81,10.5,10.0,0.363,26,2,1,3,69.45
93,6.7,52.5,0.305,98,4,0,1,164.92
67,11.5,4.6,0.314,127,5,1,3,177.2
97,6.3,6.3,0.123,77,3,1,0,111.86
69,6.8,4.7,0.46,54,6,0,2,98.29
107,7.4,1.1,0.402,23,4,0,7,103.9
92,10.1,33.8,0.476,223,2,1,5,218.32
73,10.1,16.7,0.163,424,5,1,7,155.53
60,12.0,11.4,0.553,16,2,0,1,134.69
72,9.3,0.3,0.532,32,3,0,5,100.73
75,11.0,21.5,0.104,81,5,0,0,87.96
75,8.7,0.9,0.035,19,6,1,0,0.0
70,9.9,1.7,0.246,67,2,0,2,103.53
81,6.4,1.1,0.427,53,1,0,0,53.6
79,10.9,1.9,0.168,17,4,1,2,37.72
68,9.9,12.2,0.046,25,2,1,4,37.12
96,9.8,1.0,0.052,87,2,0,2,53.69
97,7.3,12.1,0.108,163,2,1,6,92.99
80,8.4,18.0,0.24,59,0,1,5,153.48
94,7.4,7.4,0.132,242,1,1,4,66.05
90,10.2,12.2,0.233,69,6,0,3,54.24
71,12.0,5.2,0.098,44,4,1,3,38.62
87,7.2,16.5,0.154,58,5,0,2,108.98
67,6.7,52.0,0.12,142,6,1,7,97.41
66,8.0,5.0,0.009,117,0,1,0,19.32
89,9.0,11.3,0.408,96,4,0,5,179.02
88,10.2,42.7,0.086,132,3,0,6,236.99
87,9.0,0.4,0.143,153,0,1,2,36.51
82,11.9,3.9,0.292,50,5,0,4,78.14
54,10.4,2.1,0.243,34,1,1,2,14.57
58,7.1,11.3,0.509,154,2,0,1,67.25
86,7.8,2.3,0.146,29,3,1,3,77.73
91,10.8,4.5,0.159,183,3,1,2,56.83
69,11.3,6.8,0.221,81,4,0,3,32.4
