gps_deviation_km,location_consistency,claim_frequency_30d,account_age_months,multiple_claims_per_day,orders_during_disruption,avg_payout_inr,trust_score,zone_risk_tier,is_fraud
0.079,0.498,1,31.0,0,1,205,82.2,1,0
0.542,0.919,1,60.0,0,2,308,79.7,1,0
0.667,0.621,3,6.6,0,0,201,90.7,1,0
0.143,0.769,1,7.2,0,0,388,79.6,3,0
0.778,0.876,0,60.0,0,1,230,83.5,2,0
0.267,0.867,1,17.8,0,2,465,62.9,2,0
0.188,0.925,3,20.0,0,1,263,57.8,2,0
0.049,0.766,0,32.8,1,1,359,70.4,2,0
0.109,0.902,3,60.0,0,1,367,70.2,1,0
1.153,0.669,3,39.6,0,1,512,75.1,2,0
0.327,0.55,3,22.1,0,2,263,66.1,1,0
2.231,0.859,1,3.2,1,1,272,87.1,2,0
0.498,0.863,1,16.9,0,0,266,79.7,1,0
0.05,0.677,4,11.0,1,2,428,77.8,2,0
0.537,0.873,2,5.1,0,0,324,84.3,3,0
0.069,0.911,1,31.4,0,4,344,65.5,2,0
0.912,0.882,2,33.3,0,3,324,38.8,3,0
0.822,0.829,2,18.3,0,1,420,82.3,1,0
0.154,0.94,2,1.7,1,1,432,86.9,3,0
0.682,0.919,0,40.1,0,2,326,54.0,3,0
0.652,0.904,5,9.9,0,0,541,70.2,2,0
0.182,0.771,5,20.3,0,1,428,60.9,1,0
0.474,0.713,3,12.0,0,1,319,81.7,1,0
0.005,0.731,1,42.3,0,0,437,80.2,2,0
0.234,0.885,4,1.0,0,1,544,88.4,3,0
0.084,0.923,2,21.7,1,3,292,75.9,1,0
0.06,0.878,0,31.1,0,1,344,93.7,1,0
0.565,0.791,2,8.0,0,0,366,80.3,3,0
0.031,0.858,2,33.5,1,0,309,77.3,2,0
0.056,0.838,4,0.5,0,2,200,59.0,3,0
0.405,0.912,1,0.5,0,0,511,69.2,2,0
1.099,0.979,2,26.1,0,2,331,71.4,1,0
0.502,0.822,2,30.2,0,0,177,65.7,3,0
0.158,0.773,2,26.0,1,0,359,72.0,2,0
0.9,0.87,6,10.9,0,2,329,88.3,3,0
0.333,0.755,3,18.9,2,0,286,82.1,3,0
0.058,0.757,0,19.6,0,1,324,64.7,1,0
1.419,0.81,1,27.2,0,1,169,69.5,1,0
0.225,0.869,5,30.5,0,0,225,93.6,1,0
0.783,0.59,2,60.0,0,2,170,61.5,2,0
0.702,0.843,0,36.3,0,1,326,83.8,3,0
0.503,0.968,3,4.9,0,1,351,92.5,2,0
0.21,0.696,5,1.3,0,0,339,77.6,2,0
0.753,0.648,3,17.7,0,1,495,69.1,1,0
1.148,0.692,0,23.3,0,1,327,19.2,2,0
1.615,0.924,3,20.2,0,1,244,86.4,2,0
0.204,0.841,2,23.4,0,0,297,95.3,1,0
0.416,0.558,2,13.6,0,0,296,78.1,3,0
0.782,0.695,5,18.0,0,1,333,86.0,1,0
2.385,0.665,2,9.1,0,1,293,75.7,3,0
0.313,0.794,0,25.5,2,0,483,64.9,1,0
0.119,0.798,3,6.1,0,2,581,92.7,1,0
1.118,0.965,3,29.1,0,1,283,50.6,1,0
0.824,0.521,0,37.9,0,2,464,65.5,1,0
1.177,0.897,1,16.5,0,1,294,80.7,1,0
0.026,0.908,3,8.2,1,0,222,66.7,3,0
0.117,0.741,4,15.4,0,3,262,80.8,2,0
0.184,0.77,6,5.0,1,0,331,92.1,2,0
0.466,0.878,2,19.5,0,0,338,88.5,1,0
0.959,0.944,2,27.1,0,0,233,84.7,2,0
0.801,0.782,5,1.1,1,0,355,57.8,3,0
0.197,0.645,4,7.0,0,0,542,62.2,2,0
0.741,0.884,2,13.8,0,0,480,92.9,1,0
0.489,0.605,2,5.8,0,1,290,74.5,3,0
0.203,0.869,1,1.3,0,0,507,71.3,2,0
0.051,0.94,1,14.8,0,0,555,60.4,3,0
0.508,0.793,0,41.5,0,0,217,55.2,2,0
0.51,0.504,0,23.1,0,0,293,65.9,3,0
0.074,0.972,4,7.5,0,0,471,62.8,3,0
1.577,0.927,1,32.3,1,1,315,66.4,2,0
0.029,0.91,7,25.0,0,1,233,73.6,1,0
0.61,0.787,3,5.6,2,0,377,71.2,2,0
1.702,0.537,1,60.0,1,1,331,55.1,1,0
0.591,0.769,2,16.0,0,1,372,43.3,3,0
0.658,0.58,3,0.5,0,2,308,53.2,3,0
0.023,0.953,1,25.5,1,1,386,81.5,2,0
0.78,0.652,4,17.9,0,1,233,83.9,2,0
0.054,0.62,3,20.3,0,1,388,70.7,2,0
0.061,0.879,1,32.6,0,0,388,66.2,3,0
0.247,0.809,2,3.3,0,1,297,91.7,3,0
0.332,0.838,2,43.1,0,2,467,70.7,3,0
0.211,0.918,2,19.7,0,2,408,79.8,2,0
0.156,0.801,0,8.8,0,0,371,92.9,3,0
0.15,0.695,1,6.7,0,1,291,85.1,1,0
0.688,0.855,0,0.9,0,1,320,58.0,1,0
1.374,0.83,2,22.6,1,0,519,84.6,2,0
0.473,0.775,2,29.9,0,1,185,84.9,3,0
1.34,0.867,2,12.2,0,2,352,74.9,2,0
0.034,0.774,1,8.9,0,2,296,84.7,2,0
0.754,0.978,1,1.1,0,1,303,73.8,3,0
0.295,0.788,3,8.0,0,2,305,53.0,1,0
0.059,0.878,3,47.2,2,3,436,75.8,1,0
1.195,0.888,5,8.6,0,2,205,74.4,3,0
0.215,0.82,3,14.5,0,2,396,84.2,2,0
0.486,0.965,1,34.0,0,2,435,74.5,2,0
0.29,0.907,2,13.4,0,1,233,92.7,1,0
0.064,0.561,0,5.0,0,0,388,52.5,1,0
0.416,0.641,3,12.2,0,1,196,80.7,3,0
0.22,0.889,1,2.6,0,1,407,71.6,3,0
0.627,0.706,1,16.5,0,3,473,60.8,3,0
1.159,0.8,1,26.8,0,1,483,79.0,3,0
0.106,0.888,3,4.7,1,0,422,80.8,3,0
0.244,0.798,3,6.6,0,1,420,93.9,2,0
0.146,0.741,2,41.9,0,0,348,91.0,3,0
0.509,0.769,1,32.3,0,2,198,77.8,3,0
0.182,0.891,0,0.6,0,0,481,71.5,3,0
0.281,0.776,2,3.6,0,2,471,83.1,2,0
0.354,0.862,2,0.9,1,1,382,32.6,1,0
0.258,0.717,3,0.5,0,0,401,80.9,1,0
0.262,0.848,2,22.5,0,0,398,84.4,2,0
0.073,0.581,1,17.6,0,1,348,88.6,2,0
0.09,0.963,0,16.7,0,2,449,61.3,1,0
1.073,0.904,2,5.2,0,0,254,77.9,2,0
0.056,0.755,2,10.5,0,1,304,41.6,3,0
0.799,0.931,1,23.3,0,1,500,63.6,1,0
0.554,0.611,1,12.3,2,2,320,80.3,3,0
0.733,0.984,1,1.5,0,0,336,87.3,3,0
1.841,0.618,2,32.0,1,2,321,66.7,1,0
0.06,0.827,2,14.1,0,1,349,77.3,2,0
0.027,0.891,4,52.3,0,0,449,73.6,3,0
0.662,0.679,3,2.8,0,1,333,71.3,2,0
0.087,0.856,2,0.5,0,1,274,84.4,3,0
0.447,0.961,2,32.6,0,1,596,83.9,3,0
0.307,0.93,2,31.4,0,3,296,89.6,1,0
1.002,0.615,3,2.6,0,0,438,85.9,2,0
0.836,0.907,1,34.4,0,2,288,68.5,3,0
0.329,0.808,4,12.8,0,2,326,71.1,3,0
0.278,0.784,1,4.4,0,0,395,88.0,3,0
0.272,0.857,2,0.7,1,1,385,29.3,2,0
0.438,0.707,3,3.9,0,0,270,79.2,3,0
0.361,0.741,1,33.2,0,2,406,86.1,1,0
0.364,0.701,1,24.4,1,1,370,51.2,2,0
0.762,0.958,4,35.8,2,0,259,95.5,1,0
0.419,0.804,0,60.0,0,0,213,68.8,1,0
1.217,0.846,0,37.4,0,2,398,76.1,2,0
0.416,0.766,2,45.4,0,1,492,79.2,1,0
1.717,0.742,0,49.2,0,1,329,89.0,2,0
1.174,0.818,2,6.2,0,2,269,50.5,2,0
0.248,0.882,3,7.7,0,2,398,94.6,2,0
1.352,0.885,1,16.0,0,1,555,63.2,3,0
0.283,0.977,1,5.2,0,1,294,77.9,2,0
0.055,0.637,2,5.4,0,3,630,75.0,3,0
0.149,0.561,0,23.8,0,2,361,53.5,1,0
0.126,0.9,7,5.0,0,1,375,95.9,3,0
0.219,0.964,0,20.1,1,1,322,84.2,1,0
0.69,0.766,1,43.4,0,0,206,77.1,1,0
1.168,0.901,2,1.8,0,0,398,90.3,3,0
0.27,0.798,2,12.7,1,1,544,86.9,3,0
0.281,0.742,0,18.4,0,4,251,61.6,3,0
0.06,0.896,2,2.3,0,0,183,94.9,3,0
0.512,0.821,1,3.0,1,3,406,88.9,3,0
0.216,0.762,3,2.0,0,1,293,81.8,2,0
0.037,0.773,2,34.4,0,1,356,71.7,1,0
1.222,0.885,5,3.8,0,3,468,91.3,2,0
0.083,0.843,2,15.2,0,1,192,68.7,3,0
0.149,0.697,1,17.6,0,0,310,72.7,2,0
0.065,0.738,2,18.1,0,2,353,89.9,3,0
0.231,0.778,3,20.3,0,0,419,70.3,2,0
0.918,0.552,1,8.9,0,1,401,84.9,1,0
0.299,0.975,1,5.3,0,1,293,57.5,1,0
0.145,0.74,2,4.3,1,0,340,75.0,3,0
0.871,0.884,3,2.1,0,3,264,97.8,1,0
0.412,0.676,0,14.2,1,1,365,80.7,1,0
0.163,0.682,2,21.7,0,1,484,45.5,2,0
0.427,0.915,2,0.6,0,0,357,59.3,1,0
0.331,0.863,2,13.9,0,1,258,64.6,1,0
0.688,0.815,1,14.1,1,0,119,96.4,3,0
0.294,0.786,3,4.7,0,1,344,73.6,3,0
2.419,0.894,3,14.9,0,4,423,46.8,3,0
0.137,0.592,3,20.4,0,0,390,75.9,1,0
0.417,0.942,4,49.1,0,1,335,85.8,3,0
0.182,0.826,2,7.3,1,0,510,74.8,2,0
0.632,0.682,3,6.9,0,0,251,80.8,3,0
1.096,0.954,1,12.4,0,0,568,73.4,1,0
0.364,0.527,4,8.3,0,0,559,88.2,2,0
0.048,0.686,2,1.7,0,1,225,88.2,3,0
0.133,0.877,1,10.1,0,0,293,91.8,3,0
0.084,0.814,1,17.6,0,0,369,85.1,1,0
0.247,0.927,3,7.8,0,1,455,74.5,3,0
1.841,0.881,6,7.2,1,1,316,69.4,3,0
1.056,0.709,2,60.0,1,0,518,50.1,2,0
0.897,0.771,3,36.9,1,0,275,86.6,2,0
0.915,0.75,2,21.6,0,2,351,64.7,1,0
0.193,0.887,1,7.7,1,0,482,72.7,3,0
0.686,0.93,2,10.6,0,1,274,92.5,1,0
0.008,0.743,3,53.2,0,1,443,92.7,1,0
0.227,0.895,3,16.6,0,1,528,86.3,2,0
0.562,0.742,1,3.9,0,1,274,88.0,2,0
0.124,0.67,2,17.2,1,1,434,65.3,1,0
0.153,0.866,1,6.8,0,2,387,77.9,2,0
0.556,0.786,1,0.5,0,1,375,50.5,1,0
0.401,0.676,4,5.9,0,2,370,74.3,3,0
0.523,0.981,1,60.0,0,1,396,63.4,3,0
0.431,0.704,0,2.3,0,1,343,61.0,1,0
1.494,0.606,1,2.2,0,1,294,78.1,1,0
1.726,0.707,2,19.6,0,0,233,44.3,3,0
0.155,0.519,4,30.0,0,0,460,94.5,1,0
0.502,0.769,4,20.0,0,0,306,92.2,2,0
0.413,0.885,3,8.6,0,0,326,86.1,2,0
0.027,0.537,5,32.0,0,0,365,75.7,2,0
0.073,0.649,6,10.0,0,3,388,79.6,1,0
0.242,0.782,2,6.5,1,2,394,52.0,3,0
0.193,0.792,2,0.8,1,1,322,89.4,1,0
0.182,0.793,2,5.9,0,1,348,85.6,2,0
0.103,0.858,5,33.3,0,0,264,68.5,3,0
1.814,0.925,6,4.1,1,0,496,76.6,1,0
1.046,0.72,2,2.0,0,2,278,40.7,3,0
0.026,0.596,2,22.5,2,1,150,85.4,3,0
2.969,0.709,4,30.8,0,0,444,94.8,3,0
0.014,0.52,1,4.0,0,0,330,80.0,1,0
0.047,0.926,4,17.0,0,1,410,78.6,2,0
0.537,0.825,2,0.6,0,0,377,76.5,1,0
0.09,0.936,1,18.8,3,0,433,89.8,1,0
0.084,0.839,2,0.5,0,0,282,90.2,3,0
0.098,0.875,1,3.5,0,1,381,67.2,2,0
3.027,0.871,2,7.0,0,1,482,87.1,1,0
0.33,0.765,2,20.6,0,0,441,67.3,2,0
0.394,0.797,4,57.2,0,0,370,76.8,1,0
0.528,0.862,1,8.4,1,2,434,46.1,3,0
0.999,0.878,1,26.4,0,3,240,97.6,1,0
0.298,0.933,5,12.0,0,1,273,70.5,3,0
0.204,0.82,4,7.8,0,1,227,76.8,2,0
0.0,0.886,0,13.9,1,0,302,81.0,2,0
0.057,0.908,2,46.6,0,0,236,60.4,3,0
0.392,0.903,3,6.1,1,2,565,70.0,1,0
1.579,0.934,3,3.7,0,1,225,98.9,1,0
0.4,0.668,2,22.5,0,2,342,59.8,3,0
1.289,0.738,1,0.7,1,1,345,93.1,3,0
1.423,0.77,3,9.9,0,1,373,67.0,1,0
0.042,0.919,1,7.8,0,0,410,77.7,1,0
0.751,0.526,2,6.0,0,0,181,73.5,3,0
0.22,0.895,3,16.3,0,1,401,75.4,1,0
1.377,0.934,1,11.6,1,0,504,73.4,3,0
1.732,0.835,2,18.8,0,0,329,82.6,2,0
0.06,0.744,2,29.5,0,0,308,84.7,2,0
0.013,0.762,2,60.0,1,2,223,83.1,1,0
0.047,0.688,4,5.4,0,2,390,93.9,1,0
0.348,0.932,0,42.5,0,0,635,64.1,3,0
0.092,0.887,3,24.7,0,4,293,73.0,2,0
0.0,0.942,0,4.1,0,2,97,72.9,1,0
1.407,0.953,1,3.6,0,0,473,87.9,3,0
0.706,0.849,1,14.7,0,1,391,83.4,2,0
0.221,0.911,1,30.0,0,3,295,93.1,3,0
1.367,0.816,2,13.4,0,3,302,78.1,1,0
0.141,0.831,4,8.6,0,3,220,85.1,3,0
0.064,0.91,1,60.0,0,1,378,72.5,1,0
0.005,0.608,2,4.0,1,0,256,82.8,2,0
0.194,0.828,0,20.7,0,0,484,67.4,3,0
0.965,0.848,1,15.1,1,1,263,99.0,3,0
0.262,0.461,1,7.4,0,1,439,53.6,2,0
0.221,0.706,0,17.9,0,0,364,93.8,2,0
0.148,0.878,1,19.5,0,1,415,76.8,1,0
0.436,0.863,1,60.0,0,6,432,61.0,2,0
0.667,0.834,2,20.6,2,1,407,66.3,1,0
0.224,0.614,2,3.5,0,2,321,94.3,2,0
1.224,0.91,1,3.5,0,0,235,38.2,3,0
0.015,0.855,4,11.3,0,0,327,59.1,3,0
0.151,0.789,3,2.2,0,0,308,78.7,1,0
0.622,0.849,2,7.5,0,2,424,83.3,1,0
0.418,0.644,3,47.0,0,0,405,86.3,3,0
1.251,0.794,0,1.7,0,0,473,84.5,2,0
0.098,0.502,2,14.1,0,1,430,82.8,1,0
0.029,0.902,6,19.2,0,0,509,83.4,2,0
0.213,0.809,2,14.9,0,1,488,78.3,2,0
0.282,0.831,2,17.7,0,0,259,70.5,3,0
2.021,0.843,4,2.5,0,1,316,57.9,3,0
0.248,0.918,2,0.5,0,0,290,93.7,3,0
0.148,0.846,4,25.9,0,0,334,95.8,2,0
2.12,0.743,1,7.1,0,1,379,81.5,3,0
2.194,0.849,2,10.9,0,1,287,92.7,1,0
0.709,0.7,3,42.9,0,2,305,91.0,3,0
0.554,0.906,3,34.3,0,3,427,77.8,2,0
0.753,0.825,1,19.5,0,3,203,40.6,1,0
0.364,0.787,0,8.4,0,1,500,67.9,3,0
0.1,0.944,0,6.9,0,2,561,62.5,3,0
0.341,0.89,2,12.0,0,2,390,73.4,1,0
0.354,0.913,2,2.6,1,0,436,94.5,3,0
0.932,0.78,5,16.3,0,1,577,65.6,1,0
0.12,0.914,2,33.8,0,0,339,48.8,3,0
0.454,0.863,0,28.0,0,0,349,60.1,2,0
2.27,0.899,1,13.4,0,2,204,83.7,3,0
0.262,0.703,3,17.1,1,2,355,93.6,3,0
1.304,0.622,1,6.1,0,0,261,79.1,3,0
0.278,0.936,0,30.0,0,1,328,85.5,2,0
1.553,0.911,0,4.3,1,3,380,87.3,2,0
0.008,0.807,3,26.7,0,0,356,73.5,1,0
0.115,0.842,1,11.5,0,1,576,92.2,2,0
0.458,0.812,1,13.1,0,3,140,76.9,3,0
3.162,0.692,0,27.8,0,0,345,77.4,1,0
0.045,0.793,0,28.0,0,1,442,78.3,2,0
0.119,0.875,4,9.8,0,1,402,56.5,3,0
0.366,0.782,3,40.3,1,2,157,83.5,3,0
0.039,0.847,4,14.7,0,1,405,84.5,1,0
1.143,0.954,4,34.5,2,1,383,75.4,2,0
2.601,0.712,1,2.8,1,1,550,81.5,1,0
0.006,0.758,1,4.6,1,1,427,79.4,2,0
0.094,0.915,1,6.2,0,1,401,72.4,2,0
0.696,0.76,1,18.8,0,2,442,62.4,2,0
1.499,0.724,1,0.5,0,2,372,88.0,3,0
0.185,0.883,1,9.4,0,2,370,86.7,1,0
0.338,0.931,1,0.5,0,1,385,73.9,2,0
0.858,0.896,4,9.1,0,0,136,69.6,3,0
0.322,0.878,2,7.5,0,1,510,70.0,2,0
1.864,0.801,0,2.8,0,0,310,71.9,2,0
1.15,0.923,2,17.3,1,0,391,91.2,2,0
0.472,0.727,1,4.5,0,2,251,71.4,1,0
0.051,0.85,3,3.9,0,0,190,79.5,2,0
0.038,0.974,2,33.6,0,0,227,82.4,2,0
1.185,0.867,1,37.7,0,2,491,83.3,3,0
0.342,0.902,3,11.8,1,1,284,49.1,2,0
0.073,0.523,3,1.6,0,1,422,92.0,1,0
0.441,0.788,4,12.7,0,1,292,41.8,2,0
0.458,0.873,1,9.6,0,2,434,85.1,3,0
0.693,0.793,1,27.0,0,1,344,85.6,1,0
0.32,0.587,2,3.3,0,1,384,92.9,3,0
0.182,0.987,1,2.0,0,1,374,89.1,1,0
0.11,0.909,3,5.3,0,0,249,60.3,2,0
1.734,0.886,1,3.2,0,2,351,53.3,2,0
0.382,0.947,2,33.3,0,0,352,55.7,1,0
0.47,0.817,2,6.0,0,2,446,80.8,1,0
0.026,0.722,2,20.4,1,1,351,70.2,2,0
0.053,0.961,3,2.3,0,2,387,82.0,2,0
0.689,0.815,0,31.6,0,1,356,69.5,2,0
0.583,0.811,3,10.9,1,2,231,91.1,3,0
0.232,0.592,3,34.8,1,4,254,89.1,2,0
0.198,0.807,4,5.9,1,1,205,52.1,2,0
0.994,0.783,3,14.2,0,0,125,89.5,1,0
1.262,0.987,2,18.0,0,1,646,91.2,1,0
0.732,0.971,3,12.2,0,2,184,68.7,2,0
0.044,0.515,1,5.4,0,1,613,87.2,3,0
1.216,0.815,1,27.1,0,2,281,86.9,2,0
0.218,0.899,4,1.5,1,2,142,78.0,1,0
0.135,0.76,1,2.8,0,0,348,93.3,3,0
1.348,0.901,4,1.5,0,0,207,73.3,1,0
0.711,0.962,0,6.4,1,2,319,87.9,3,0
0.512,0.909,2,60.0,0,2,357,90.2,2,0
0.297,0.708,5,2.4,0,0,472,81.1,3,0
0.434,0.634,2,60.0,0,2,171,69.3,2,0
0.497,0.617,1,1.0,1,0,307,64.2,2,0
1.426,0.944,3,37.2,0,1,422,89.4,1,0
0.091,0.8,3,22.3,0,0,346,71.7,2,0
0.664,0.901,1,11.7,0,0,249,62.0,2,0
0.249,0.497,2,34.8,0,0,437,30.8,1,0
1.423,0.881,0,6.6,0,1,388,80.6,1,0
0.162,0.971,1,10.9,1,1,369,72.1,3,0
0.348,0.688,2,6.6,1,0,307,97.9,3,0
0.04,0.949,1,60.0,0,1,402,86.8,1,0
1.657,0.865,2,15.3,0,3,543,68.7,3,0
0.221,0.887,3,27.5,1,0,206,84.3,3,0
0.288,0.946,2,6.6,1,0,263,88.6,3,0
0.193,0.903,3,1.0,1,1,317,78.8,2,0
0.65,0.849,4,39.5,0,2,481,83.9,2,0
3.403,0.839,1,8.4,1,2,282,94.6,2,0
0.005,0.771,1,14.6,0,0,498,86.2,2,0
0.909,0.842,1,11.7,1,1,369,37.2,2,0
0.47,0.795,1,6.0,0,3,332,69.6,3,0
0.11,0.903,1,3.3,0,1,370,55.5,1,0
0.04,0.614,4,36.2,1,0,306,78.6,3,0
0.029,0.889,0,50.8,1,1,439,83.9,3,0
0.266,0.831,1,40.3,1,1,215,74.7,1,0
0.767,0.832,2,13.2,1,1,337,71.6,3,0
0.087,0.691,3,18.3,0,0,167,89.3,2,0
0.328,0.806,3,2.7,0,1,311,79.3,2,0
0.031,0.796,1,7.7,0,1,258,59.1,1,0
0.175,0.87,2,0.5,0,1,298,72.2,3,0
0.425,0.803,2,13.8,1,1,439,92.2,2,0
0.331,0.704,1,10.1,0,1,397,49.8,2,0
0.158,0.486,1,17.5,0,2,277,72.7,2,0
0.093,0.821,1,6.2,0,1,426,86.6,3,0
0.181,0.773,4,8.8,0,0,351,90.6,1,0
0.078,0.725,2,20.0,0,1,260,83.2,2,0
0.819,0.95,1,3.2,1,3,333,82.0,3,0
1.976,0.857,0,17.1,0,2,406,82.0,2,0
0.077,0.945,1,42.6,0,0,415,90.6,2,0
0.013,0.815,1,16.4,1,0,448,96.4,2,0
0.782,0.837,4,2.7,1,3,336,57.5,3,0
0.165,0.642,5,0.5,0,2,453,77.7,2,0
0.102,0.894,2,19.2,0,0,405,56.9,2,0
0.675,0.782,3,37.3,0,2,496,62.5,2,0
0.507,0.761,1,12.3,0,0,108,81.5,3,0
0.18,0.921,1,1.0,1,0,455,85.2,1,0
1.537,0.788,0,55.0,0,2,387,79.1,2,0
0.054,0.892,5,10.0,0,1,214,71.5,2,0
0.43,0.774,3,31.0,2,0,258,45.8,1,0
0.158,0.854,1,4.5,0,0,430,66.3,3,0
1.429,0.706,1,24.2,1,0,444,86.9,3,0
1.121,0.899,3,16.2,0,2,407,50.0,1,0
0.023,0.909,1,8.3,2,0,493,97.2,2,0
0.686,0.955,0,13.7,0,1,340,49.0,1,0
2.326,0.861,3,17.8,2,1,379,54.8,2,0
0.703,0.848,4,58.3,0,2,250,90.6,2,0
0.059,0.794,3,22.9,0,1,362,82.7,3,0
0.469,0.787,2,11.2,0,0,166,65.3,1,0
0.422,0.778,2,6.5,1,0,464,80.7,1,0
0.209,0.727,1,4.0,0,5,107,83.2,2,0
0.164,0.922,1,31.0,0,1,454,65.2,3,0
0.358,0.946,2,35.9,0,2,209,71.3,2,0
1.158,0.925,3,34.8,0,4,489,83.9,1,0
1.282,0.813,1,3.0,0,0,276,54.1,3,0
0.194,0.671,1,14.4,0,0,334,85.7,2,0
0.107,0.759,4,22.5,1,4,432,77.0,2,0
0.359,0.711,1,19.1,0,1,177,78.8,3,0
0.358,0.777,4,5.3,0,2,350,45.7,1,0
0.075,0.981,3,33.4,1,1,450,33.7,2,0
0.259,0.79,3,1.3,1,3,280,96.1,2,0
0.51,0.485,2,30.4,0,0,199,81.4,3,0
0.089,0.696,2,10.2,0,3,281,85.6,2,0
0.177,0.774,2,14.1,1,1,168,93.0,2,0
0.578,0.873,3,0.6,0,1,416,67.8,3,0
0.891,0.786,0,60.0,0,1,288,78.2,1,0
0.682,0.886,2,19.1,0,1,279,55.7,3,0
1.297,0.726,3,35.6,1,1,391,90.1,1,0
0.95,0.84,5,7.3,3,0,402,66.7,2,0
0.288,0.809,2,1.6,0,2,493,85.8,3,0
1.177,0.857,2,2.2,0,1,428,90.4,3,0
0.254,0.763,5,45.0,0,1,428,71.6,1,0
0.132,0.679,2,18.0,1,1,439,59.8,2,0
0.489,0.608,0,4.8,0,2,332,53.7,2,0
1.838,0.769,3,17.7,1,2,158,69.6,1,0
0.778,0.901,1,24.2,0,0,230,62.4,1,0
0.521,0.98,3,28.9,0,0,372,71.1,2,0
0.835,0.748,3,0.5,0,1,305,66.9,1,0
0.036,0.714,2,28.5,1,1,419,94.9,2,0
0.083,0.527,2,18.5,0,1,472,91.5,1,0
0.61,0.796,3,21.8,0,0,239,58.8,1,0
0.263,0.918,2,15.1,0,2,360,61.6,1,0
1.099,0.88,0,45.7,0,0,322,81.6,3,0
0.057,0.929,1,13.9,0,3,346,71.9,2,0
0.234,0.933,4,6.1,0,1,233,85.0,1,0
0.536,0.886,5,34.8,0,0,407,97.0,3,0
0.082,0.837,3,34.4,0,1,210,68.7,2,0
0.264,0.732,5,35.6,0,5,485,81.9,3,0
1.003,0.943,0,10.1,0,1,284,63.2,2,0
0.023,0.744,2,7.2,0,1,350,94.4,1,0
1.26,0.823,5,7.9,0,0,312,61.5,1,0
0.366,0.769,2,30.9,0,0,261,86.8,2,0
0.461,0.876,0,2.9,0,1,401,97.5,2,0
0.131,0.676,2,42.4,1,1,402,71.5,3,0
0.276,0.832,3,21.9,1,1,383,88.7,2,0
0.997,0.955,1,38.9,0,1,210,77.8,2,0
0.697,0.983,3,15.4,1,2,327,73.0,1,0
1.586,0.95,2,38.8,0,2,300,63.8,3,0
0.625,0.699,2,18.5,0,1,398,87.8,1,0
0.203,0.891,2,17.8,0,0,344,44.3,3,0
1.053,0.807,2,20.7,0,2,275,83.6,2,0
0.214,0.937,3,6.2,0,0,382,55.5,1,0
0.142,0.687,2,7.6,0,1,368,55.5,3,0
0.037,0.882,2,36.4,0,3,238,96.6,2,0
0.171,0.71,0,19.4,0,0,410,52.0,1,0
0.128,0.899,2,6.5,1,2,263,82.6,3,0
1.802,0.65,1,18.4,0,4,356,82.0,2,0
0.447,0.906,2,46.6,0,4,632,80.2,2,0
0.044,0.8,0,17.5,0,0,353,97.4,2,0
0.651,0.86,2,26.4,1,0,375,79.1,2,0
0.849,0.793,0,3.8,0,1,152,92.5,3,0
0.007,0.888,2,3.6,0,1,141,77.8,3,0
0.363,0.853,1,1.8,0,1,471,81.9,3,0
0.549,0.506,1,19.7,0,0,242,63.1,3,0
0.041,0.846,2,15.9,0,1,312,93.6,1,0
0.048,0.946,3,0.5,1,0,484,57.9,2,0
0.769,0.786,0,3.8,0,0,448,69.6,2,0
0.671,0.679,3,30.0,1,1,250,61.9,1,0
0.733,0.509,2,15.2,0,1,363,44.9,2,0
0.032,0.642,0,4.3,0,0,294,78.5,3,0
0.579,0.945,1,5.6,0,1,109,97.3,2,0
0.257,0.958,2,4.9,0,0,326,72.2,3,0
0.131,0.679,3,32.9,0,3,393,56.5,1,0
0.251,0.957,2,4.0,0,1,342,91.4,2,0
0.048,0.791,2,1.1,1,0,429,77.5,2,0
0.065,0.831,0,37.8,0,1,496,92.5,1,0
0.204,0.843,0,9.9,0,0,185,60.4,2,0
0.177,0.686,2,1.3,0,2,178,68.2,3,0
0.406,0.909,1,8.0,0,0,415,89.9,1,0
0.042,0.79,2,11.0,0,2,356,81.3,2,0
0.24,0.695,0,17.4,0,0,399,61.4,3,0
1.038,0.829,0,3.2,0,2,219,49.0,2,0
1.026,0.654,1,21.6,1,1,265,69.4,1,0
0.334,0.786,5,0.9,1,4,304,58.2,3,0
0.838,0.914,1,3.7,0,1,224,76.8,2,0
0.087,0.868,2,2.6,0,2,348,81.2,1,0
0.1,0.594,4,12.0,0,2,338,66.8,3,0
0.028,0.654,1,9.8,0,1,373,57.0,3,0
0.712,0.904,2,28.5,0,1,328,93.0,2,0
0.536,0.754,4,7.8,2,0,486,88.7,1,0
0.744,0.825,3,31.6,1,1,312,85.3,1,0
0.192,0.798,3,35.9,0,0,220,87.1,2,0
0.143,0.72,0,55.3,0,3,336,84.8,1,0
0.345,0.962,3,60.0,0,0,267,68.1,1,0
0.112,0.925,1,19.1,0,2,449,67.2,1,0
0.17,0.88,1,25.2,0,1,422,76.2,3,0
0.138,0.862,1,19.0,2,1,512,98.8,1,0
2.243,0.81,2,10.6,1,0,350,93.4,1,0
1.388,0.848,1,1.7,0,0,307,52.9,1,0
0.159,0.754,1,14.1,0,1,492,76.2,3,0
0.71,0.617,1,3.9,0,1,462,95.0,2,0
0.717,0.735,3,10.8,0,0,248,52.0,3,0
0.198,0.936,1,3.1,0,1,242,95.4,1,0
